"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"000","M","MYR","USD","81999898","1","1","","00000000"
"800","EURX","JPY","USD","81999898","100","1","","00000000"
"000","EURO","NLG","ATS","81999898","1","1","","00000000"
"000","M","NLG","ATS","81999898","1","1","","00000000"
"001","M","NZD","AUD","81999898","1","1","","00000000"
"811","INT","GBP","GBP","81999898","1","1","","00000000"
"000","M","NLG","BEF","81999898","1","1","","00000000"
"000","M","NLG","CHF","81999898","1","1","","00000000"
"000","EURO","NLG","BEF","81999898","1","1","","00000000"
"811","INT","GBP","ITL","81999898","1","1000","","00000000"
"001","M","NZD","DEM","81999898","1","1","","00000000"
"800","G","AUD","USD","81999898","1","1","","00000000"
"000","M","NLG","DKK","81999898","1","1","","00000000"
"000","M","NLG","ESP","81999898","1","1","","00000000"
"000","EURO","NLG","ESP","81999898","1","1","","00000000"
"811","INT","GBP","PTE","81999898","1","100","","00000000"
"800","G","CAD","USD","81999898","1","1","","00000000"
"001","M","NZD","NZD5","81999898","1","1","","00000000"
"000","M","NLG","FIM","81999898","1","1","","00000000"
"000","M","NLG","FRF","81999898","1","1","","00000000"
"000","EURO","NLG","FIM","81999898","1","1","","00000000"
"811","INT","GBP","SEK","81999898","1","1","","00000000"
"800","G","CHF","USD","81999898","1","1","","00000000"
"001","M","NZD5","NZD","81999898","1","1","","00000000"
"000","M","NLG","GBP","81999898","1","1","","00000000"
"000","M","NLG","GRD","81999898","1","1","","00000000"
"000","EURO","NLG","ITL","81999898","1","1","","00000000"
"811","INT","GBP","ZAR","81999898","1","1","","00000000"
"800","G","DEM","USD","81999898","1","1","","00000000"
"000","M","NLG","IEP","81999898","1","1","","00000000"
"001","M","PEN","ARS","81999898","1","1","","00000000"
"000","M","NLG","ITL","81999898","1","1","","00000000"
"000","EURO","NLG","PTE","81999898","1","1","","00000000"
"800","G","ECU","USD","81999898","1","1","","00000000"
"811","INT","IEP","IEP","81999898","1","1","","00000000"
"000","M","NLG","JPY","81999898","1","1","","00000000"
"001","M","PEN","BRL","81999898","1","1","","00000000"
"000","M","NLG","LUF","81999898","1","1","","00000000"
"000","EURO","PTE","ATS","81999898","100","1","","00000000"
"800","G","EUR","USD","81999898","1","1","EURG","00000000"
"000","M","NLG","NOK","81999898","1","1","","00000000"
"811","INT","ITL","AUD","81999898","10","1","","00000000"
"001","M","PEN","CAD","81999898","1","1","","00000000"
"000","M","NLG","PTE","81999898","1","1","","00000000"
"000","EURO","PTE","BEF","81999898","1","1","","00000000"
"800","G","FRF","USD","81999898","1","1","","00000000"
"000","M","NLG","SEK","81999898","1","1","","00000000"
"811","INT","ITL","CAD","81999898","1000","1","","00000000"
"001","M","PEN","CLP","81999898","1","1","","00000000"
"000","M","NLG","USD","81999898","1","1","","00000000"
"800","G","GBP","USD","81999898","1","1","","00000000"
"000","EURO","PTE","ESP","81999898","1","1","","00000000"
"000","M","NOK","ATS","81999898","1","1","","00000000"
"811","INT","ITL","CHF","81999898","10","1","","00000000"
"001","M","PEN","COP","81999898","1","1","","00000000"
"000","M","NOK","BEF","81999898","1","1","","00000000"
"800","G","ITL","USD","81999898","1000","1","","00000000"
"000","EURO","PTE","FIM","81999898","100","1","","00000000"
"000","M","NOK","CHF","81999898","1","1","","00000000"
"811","INT","ITL","ECU","81999898","1000","1","","00000000"
"001","M","PEN","MXN","81999898","1","1","","00000000"
"000","M","NOK","DKK","81999898","1","1","","00000000"
"800","G","JPY","USD","81999898","100","1","","00000000"
"000","EURO","PTE","ITL","81999898","1","1","","00000000"
"000","M","NOK","ESP","81999898","1","1","","00000000"
"811","INT","ITL","GBP","81999898","1000","1","","00000000"
"800","G","PTE","USD","81999898","1","1","","00000000"
"001","M","PEN","VEB","81999898","1","1","","00000000"
"000","M","NOK","EUR","81999898","1","1","","00000000"
"000","EURO","PTE","NLG","81999898","100","1","","00000000"
"000","M","NOK","FIM","81999898","1","1","","00000000"
"811","INT","ITL","ITL","81999898","1","1","","00000000"
"800","G","RUB","USD","81999898","1","1","","00000000"
"001","M","PTE","BEF","81999898","1","1","","00000000"
"000","EURX","CHF","ATS","81999898","1","1","","00000000"
"000","M","NOK","FRF","81999898","1","1","","00000000"
"800","G","RUR","USD","81999898","1","1","","00000000"
"000","M","NOK","GBP","81999898","1","1","","00000000"
"811","INT","ITL","PTE","81999898","10","1","","00000000"
"000","EURX","CHF","BEF","81999898","1","1","","00000000"
"000","M","NOK","GRD","81999898","1","1","","00000000"
"800","G","SEK","USD","81999898","1","1","","00000000"
"000","M","NOK","IEP","81999898","1","1","","00000000"
"811","INT","JPY","JPY","81999898","1","1","","00000000"
"000","EURX","CHF","ESP","81999898","1","1","","00000000"
"000","M","NOK","ITL","81999898","1","1","","00000000"
"800","G","USD","USD","81999898","1","1","","00000000"
"000","M","NOK","JPY","81999898","1","1","","00000000"
"811","INT","LUF","LUF","81999898","1","1","","00000000"
"000","EURX","CHF","FIM","81999898","1","1","","00000000"
"000","M","NOK","LUF","81999898","1","1","","00000000"
"800","G","ZAR","USD","81999898","1","1","","00000000"
"000","M","NOK","NLG","81999898","1","1","","00000000"
"811","INT","MXN","CAD","81999898","100","1","","00000000"
"000","EURX","CHF","ITL","81999898","1","1","","00000000"
"000","M","NOK","PTE","81999898","1","1","","00000000"
"800","INT","ATS","USD","81999898","100","1","","00000000"
"000","M","NOK","SEK","81999898","1","1","","00000000"
"811","INT","MXN","MXN","81999898","1","1","","00000000"
"000","EURX","CHF","NLG","81999898","1","1","","00000000"
"800","INT","AUD","USD","81999898","100","1","","00000000"
"000","M","NOK","USD","81999898","1","1","","00000000"
"000","M","NZD","AUD","81999898","1","1","","00000000"
"811","INT","NLG","NLG","81999898","1","1","","00000000"
"000","EURX","CHF","PTE","81999898","1","1","","00000000"
"800","INT","BEF","USD","81999898","100","1","","00000000"
"000","M","NZD","DEM","81999898","1","1","","00000000"
"000","M","NZD","EUR","81999898","1","1","","00000000"
"811","INT","NOK","NOK","81999898","1","1","","00000000"
"000","EURX","DEM","GBP","81999898","1","1","","00000000"
"800","INT","CAD","USD","81999898","1","1","","00000000"
"000","M","NZD","JPY","81999898","1","1","","00000000"
"000","M","NZD","USD","81999898","1","1","","00000000"
"811","INT","PTE","AUD","81999898","1","1","","00000000"
"800","INT","CHF","USD","81999898","100","1","","00000000"
"000","EURX","DKK","ATS","81999898","1","1","","00000000"
"000","M","PEN","ARS","81999898","1","1","","00000000"
"000","M","PEN","BRL","81999898","1","1","","00000000"
"811","INT","PTE","CAD","81999898","100","1","","00000000"
"800","INT","DEM","USD","81999898","1","1","","00000000"
"000","EURX","DKK","BEF","81999898","1","1","","00000000"
"000","M","PEN","CAD","81999898","1","1","","00000000"
"001","M","PTE","ESP","81999898","1","1","","00000000"
"000","M","PEN","CLP","81999898","1","1","","00000000"
"800","INT","ECU","USD","81999898","1","1","","00000000"
"000","EURX","DKK","ESP","81999898","1","1","","00000000"
"811","INT","PTE","ECU","81999898","100","1","","00000000"
"000","M","PEN","COP","81999898","1","1","","00000000"
"000","M","PEN","EUR","81999898","1","1","","00000000"
"001","M","PTE","GBP","81999898","1","1","","00000000"
"800","INT","ESP","USD","81999898","100","1","","00000000"
"000","EURX","DKK","FIM","81999898","1","1","","00000000"
"811","INT","PTE","ESP","81999898","1","1","","00000000"
"000","M","PEN","JPY","81999898","1","1","","00000000"
"000","M","PEN","MXN","81999898","1","1","","00000000"
"001","M","PTE","GRD","81999898","1","1","","00000000"
"800","INT","EUR","USD","81999898","1","1","","00000000"
"000","EURX","DKK","ITL","81999898","1","1","","00000000"
"811","INT","PTE","GBP","81999898","100","1","","00000000"
"000","M","PEN","USD","81999898","1","1","","00000000"
"000","M","PEN","VEB","81999898","1","1","","00000000"
"001","M","PTE","IEP","81999898","1","1","","00000000"
"800","INT","FRF","USD","81999898","100","1","","00000000"
"000","EURX","DKK","NLG","81999898","1","1","","00000000"
"000","M","PHP","EUR","81999898","1","1","","00000000"
"811","INT","PTE","ITL","81999898","1","10","","00000000"
"000","M","PHP","JPY","81999898","1","1","","00000000"
"800","INT","GBP","USD","81999898","1","1","","00000000"
"001","M","PTE","ITL","81999898","1","1","","00000000"
"000","M","PHP","USD","81999898","1","1","","00000000"
"000","EURX","DKK","PTE","81999898","1","1","","00000000"
"811","INT","PTE","PTE","81999898","1","1","","00000000"
"000","M","PLN","EUR","81999898","1","1","","00000000"
"800","INT","ITL","USD","81999898","1000","1","","00000000"
"001","M","PTE","LUF","81999898","1","1","","00000000"
"000","EURX","ESP","GBP","81999898","1","1","","00000000"
"811","INT","RUB","RUB","81999898","1","1","","00000000"
"000","M","PLN","JPY","81999898","1","1","","00000000"
"000","M","PLN","USD","81999898","1","1","","00000000"
"800","INT","JPY","USD","81999898","100","1","","00000000"
"001","M","RUB","UAH","81999898","1","1","","00000000"
"000","EURX","EUR","ATS","81999898","1","1","","00000000"
"000","M","PTE","BEF","81999898","1","1","","00000000"
"811","INT","RUR","ATS","81999898","1","1","","00000000"
"800","INT","MXN","USD","81999898","100","1","","00000000"
"000","M","PTE","ESP","81999898","1","1","","00000000"
"000","EURX","EUR","BEF","81999898","1","1","","00000000"
"000","M","PTE","GBP","81999898","1","1","","00000000"
"001","M","SEK","ATS","81999898","1","1","","00000000"
"811","INT","RUR","AUD","81999898","1","1","","00000000"
"800","INT","PTE","USD","81999898","100","1","","00000000"
"000","M","PTE","GRD","81999898","1","1","","00000000"
"000","EURX","EUR","ESP","81999898","1","1","","00000000"
"000","M","PTE","IEP","81999898","1","1","","00000000"
"811","INT","RUR","BEF","81999898","1","1","","00000000"
"800","INT","RUB","USD","81999898","1","1","","00000000"
"001","M","SEK","BEF","81999898","1","1","","00000000"
"000","M","PTE","ITL","81999898","1","1","","00000000"
"000","EURX","EUR","FIM","81999898","1","1","","00000000"
"000","M","PTE","LUF","81999898","1","1","","00000000"
"800","INT","RUR","USD","81999898","1","1","","00000000"
"811","INT","RUR","CAD","81999898","1","1","","00000000"
"001","M","SEK","DKK","81999898","1","1","","00000000"
"000","M","PTE","USD","81999898","1","1","","00000000"
"000","EURX","EUR","GBP","81999898","1","1","","00000000"
"000","M","RUB","EUR","81999898","1","1","","00000000"
"800","INT","SEK","USD","81999898","1","1","","00000000"
"811","INT","RUR","CHF","81999898","1","1","","00000000"
"000","M","RUB","JPY","81999898","1","1","","00000000"
"001","M","SEK","ESP","81999898","1","1","","00000000"
"000","EURX","EUR","ITL","81999898","1","1","","00000000"
"800","INT","SGD","USD","81999898","1","1","","00000000"
"000","M","RUB","USD","81999898","1","1","","00000000"
"811","INT","RUR","CZK","81999898","1","1","","00000000"
"001","M","SEK","FIM","81999898","1","1","","00000000"
"000","EURX","EUR","NLG","81999898","1","1","","00000000"
"000","M","SAR","EUR","81999898","1","1","","00000000"
"800","INT","USD","USD","81999898","1","1","","00000000"
"000","M","SAR","JPY","81999898","1","1","","00000000"
"811","INT","RUR","RUR","81999898","1","1","","00000000"
"000","EURX","EUR","PTE","81999898","1","1","","00000000"
"000","M","SAR","USD","81999898","1","1","","00000000"
"001","M","SEK","FRF","81999898","1","1","","00000000"
"800","INT","ZAR","DEM","81999898","1","1","","00000000"
"000","M","SEK","ATS","81999898","1","1","","00000000"
"811","INT","RUR","UAK","81999898","1","1","","00000000"
"000","EURX","FIM","GBP","81999898","1","1","","00000000"
"000","M","SEK","BEF","81999898","1","1","","00000000"
"800","INT","ZAR","USD","81999898","1","1","","00000000"
"001","M","SEK","GBP","81999898","1","1","","00000000"
"000","M","SEK","DKK","81999898","1","1","","00000000"
"811","INT","SEK","FIM","81999898","1","1","","00000000"
"000","EURX","FRF","GBP","81999898","1","1","","00000000"
"000","M","SEK","ESP","81999898","1","1","","00000000"
"800","M","ARS","DEM","81999898","100","1","","00000000"
"001","M","SEK","GRD","81999898","1","1","","00000000"
"000","M","SEK","EUR","81999898","1","1","","00000000"
"811","INT","SEK","GBP","81999898","1","1","","00000000"
"000","EURX","GBP","ATS","81999898","1","1","","00000000"
"000","M","SEK","FIM","81999898","1","1","","00000000"
"800","M","ATS","CHF","81999898","100","1","","00000000"
"000","M","SEK","FRF","81999898","1","1","","00000000"
"001","M","SEK","IEP","81999898","1","1","","00000000"
"811","INT","SEK","SEK","81999898","1","1","","00000000"
"000","EURX","GBP","BEF","81999898","1","1","","00000000"
"000","M","SEK","GBP","81999898","1","1","","00000000"
"800","M","ATS","DEM","81999898","100","1","","00000000"
"000","M","SEK","GRD","81999898","1","1","","00000000"
"000","EURX","GBP","ESP","81999898","1","1","","00000000"
"001","M","SEK","ITL","81999898","1","1","","00000000"
"811","INT","SGD","ATS","81999898","1","1","","00000000"
"000","M","SEK","IEP","81999898","1","1","","00000000"
"800","M","ATS","DKK","81999898","100","1","","00000000"
"000","M","SEK","ITL","81999898","1","1","","00000000"
"000","EURX","GBP","FIM","81999898","1","1","","00000000"
"811","INT","SGD","BEF","81999898","1","1","","00000000"
"001","M","SEK","LUF","81999898","1","1","","00000000"
"000","M","SEK","JPY","81999898","1","1","","00000000"
"800","M","ATS","EUR","81999898","100","1","EURO","00000000"
"000","EURX","GBP","ITL","81999898","1","1","","00000000"
"811","INT","SGD","CAD","81999898","1","1","","00000000"
"000","M","SEK","LUF","81999898","1","1","","00000000"
"001","M","SEK","NLG","81999898","1","1","","00000000"
"800","M","ATS","FIM","81999898","100","1","","00000000"
"000","M","SEK","NLG","81999898","1","1","","00000000"
"000","EURX","GBP","NLG","81999898","1","1","","00000000"
"811","INT","SGD","ESP","81999898","1","1","","00000000"
"000","M","SEK","NOK","81999898","1","1","","00000000"
"001","M","SEK","NOK","81999898","1","1","","00000000"
"800","M","ATS","FRF","81999898","100","1","","00000000"
"000","M","SEK","PTE","81999898","1","1","","00000000"
"000","EURX","GBP","PTE","81999898","1","1","","00000000"
"000","M","SEK","USD","81999898","1","1","","00000000"
"811","INT","SGD","FFR","81999898","1","1","","00000000"
"800","M","ATS","GBP","81999898","100","1","","00000000"
"001","M","SEK","PTE","81999898","1","1","","00000000"
"000","M","SGD","EUR","81999898","1","1","","00000000"
"000","EURX","GRD","ATS","81999898","100","1","","00000000"
"000","M","SGD","JPY","81999898","1","1","","00000000"
"811","INT","SGD","GBP","81999898","1","1","","00000000"
"800","M","ATS","IEP","81999898","100","1","","00000000"
"000","M","SGD","USD","81999898","1","1","","00000000"
"001","M","UAH","RUB","81999898","1","1","","00000000"
"000","EURX","GRD","BEF","81999898","1","1","","00000000"
"000","M","SIT","EUR","81999898","1","1","","00000000"
"811","INT","SGD","JPY","81999898","1","1","","00000000"
"800","M","ATS","NLG","81999898","100","1","","00000000"
"000","M","SIT","USD","81999898","1","1","","00000000"
"001","M","USD","AED","81999898","1","1","","00000000"
"000","EURX","GRD","ESP","81999898","1","1","","00000000"
"000","M","SKK","EUR","81999898","1","1","","00000000"
"800","M","ATS","SEK","81999898","100","1","","00000000"
"811","INT","SKK","CZK","81999898","1","1","","00000000"
"001","M","USD","ARS","81999898","1","1","","00000000"
"000","M","SKK","JPY","81999898","1","1","","00000000"
"000","EURX","GRD","FIM","81999898","100","1","","00000000"
"800","M","ATS","USD","81999898","100","1","","00000000"
"811","INT","USD","ATS","81999898","1","100","","00000000"
"000","M","SKK","USD","81999898","1","1","","00000000"
"000","EURX","GRD","GBP","81999898","1","1","","00000000"
"001","M","USD","ATS","81999898","1","1","","00000000"
"000","M","THB","EUR","81999898","1","1","","00000000"
"800","M","AUD","CAD","81999898","100","1","","00000000"
"811","INT","USD","AUD","81999898","1","100","","00000000"
"000","M","THB","JPY","81999898","1","1","","00000000"
"000","EURX","GRD","ITL","81999898","1","1","","00000000"
"000","M","THB","USD","81999898","1","1","","00000000"
"001","M","USD","AUD","81999898","1","1","","00000000"
"800","M","AUD","ITL","81999898","1","10","","00000000"
"811","INT","USD","BEF","81999898","1","100","","00000000"
"000","M","TRL","EUR","81999898","1","1","","00000000"
"000","EURX","GRD","NLG","81999898","100","1","","00000000"
"000","M","TRL","JPY","81999898","1","1","","00000000"
"800","M","BEF","EUR","81999898","1000","1","EURO","00000000"
"001","M","USD","BEF","81999898","1","1","","00000000"
"000","M","TRL","USD","81999898","1","1","","00000000"
"811","INT","USD","CAD","81999898","1","1","","00000000"
"000","EURX","GRD","PTE","81999898","1","1","","00000000"
"000","M","TRY","EUR","81999898","1","1","","00000000"
"800","M","BRL","EUR","81999898","1","1","EURX","00000000"
"001","M","USD","BGN","81999898","1","1","","00000000"
"811","INT","USD","CHF","81999898","1","100","","00000000"
"000","M","TRY","JPY","81999898","1","1","","00000000"
"000","EURX","IEP","GBP","81999898","1","1","","00000000"
"800","M","CAD","ATS","81999898","1","100","","00000000"
"000","M","TRY","USD","81999898","1","1","","00000000"
"001","M","USD","BRL","81999898","1","1","","00000000"
"000","M","TWD","EUR","81999898","1","1","","00000000"
"000","EURX","JPY","ATS","81999898","100","1","","00000000"
"811","INT","USD","CZK","81999898","1","1","","00000000"
"800","M","DEM","EUR","81999898","1","1","EURO","00000000"
"000","M","TWD","JPY","81999898","1","1","","00000000"
"000","EURX","JPY","BEF","81999898","100","1","","00000000"
"001","M","USD","CAD","81999898","1","1","","00000000"
"000","M","TWD","USD","81999898","1","1","","00000000"
"811","INT","USD","ECU","81999898","1","1","","00000000"
"800","M","DEM","ROL","81999898","1","1000","","00000000"
"000","M","UAH","EUR","81999898","1","1","","00000000"
"000","EURX","JPY","ESP","81999898","100","1","","00000000"
"800","M","DEM","RUR","81999898","1","10000","","00000000"
"000","M","UAH","JPY","81999898","1","1","","00000000"
"811","INT","USD","ESP","81999898","1","100","","00000000"
"001","M","USD","CHF","81999898","1","1","","00000000"
"000","EURX","JPY","FIM","81999898","100","1","","00000000"
"000","M","UAH","USD","81999898","1","1","","00000000"
"800","M","ECU","AUD","81999898","1","100","","00000000"
"000","M","USD","ARS","81999898","1","1","","00000000"
"001","M","USD","CLP","81999898","1","1","","00000000"
"811","INT","USD","FFR","81999898","1","1","","00000000"
"000","EURX","JPY","ITL","81999898","100","1","","00000000"
"000","M","USD","ATS","81999898","1","1","","00000000"
"800","M","ECU","EUR","81999898","1","1","EURO","00000000"
"000","M","USD","AUD","81999898","1","1","","00000000"
"811","INT","USD","FIM","81999898","1","1","","00000000"
"001","M","USD","CNY","81999898","1","1","","00000000"
"000","EURX","JPY","NLG","81999898","100","1","","00000000"
"000","M","USD","BEF","81999898","1","1","","00000000"
"800","M","ECU","ITL","81999898","1","1000","","00000000"
"000","M","USD","BRL","81999898","1","1","","00000000"
"811","INT","USD","GBP","81999898","1","1","","00000000"
"001","M","USD","CYP","81999898","1","1","","00000000"
"000","EURX","JPY","PTE","81999898","100","1","","00000000"
"000","M","USD","CAD","81999898","1","1","","00000000"
"800","M","ECU","PTE","81999898","1","100","","00000000"
"000","M","USD","CHF","81999898","1","1","","00000000"
"811","INT","USD","ITL","81999898","1","1000","","00000000"
"001","M","USD","CZK","81999898","1","1","","00000000"
"000","EURX","NOK","ATS","81999898","1","1","","00000000"
"000","M","USD","CLP","81999898","1","1","","00000000"
"800","M","ESP","EUR","81999898","1000","1","EURO","00000000"
"000","M","USD","CZK","81999898","1","1","","00000000"
"811","INT","USD","JPY","81999898","1","1","","00000000"
"001","M","USD","DEM","81999898","1","1","","00000000"
"000","M","USD","DEM","81999898","1","1","","00000000"
"000","EURX","NOK","BEF","81999898","1","1","","00000000"
"800","M","EUR","ATS","81999898","1","1","EURO","00000000"
"811","INT","USD","LIT","81999898","1","1","","00000000"
"000","M","USD","DKK","81999898","1","1","","00000000"
"800","M","EUR","BEF","81999898","1","1","EURO","00000000"
"000","EURX","NOK","ESP","81999898","1","1","","00000000"
"000","M","USD","ESP","81999898","1","1","","00000000"
"001","M","USD","DKK","81999898","1","1","","00000000"
"811","INT","USD","MXN","81999898","1","100","","00000000"
"000","M","USD","EUR","81999898","1","1","","00000000"
"800","M","EUR","BRL","81999898","1","1","EURX","00000000"
"000","EURX","NOK","FIM","81999898","1","1","","00000000"
"000","M","USD","FIM","81999898","1","1","","00000000"
"001","M","USD","ESP","81999898","1","1","","00000000"
"811","INT","USD","PTE","81999898","1","100","","00000000"
"000","M","USD","FRF","81999898","1","1","","00000000"
"800","M","EUR","DEM","81999898","1","1","EURO","00000000"
"000","EURX","NOK","ITL","81999898","1","1","","00000000"
"000","M","USD","GBP","81999898","1","1","","00000000"
"001","M","USD","FIM","81999898","1","1","","00000000"
"811","INT","USD","RUB","81999898","1","1","","00000000"
"000","M","USD","GRD","81999898","1","1","","00000000"
"800","M","EUR","ECU","81999898","1","1","EURO","00000000"
"000","EURX","NOK","NLG","81999898","1","1","","00000000"
"000","M","USD","IEP","81999898","1","1","","00000000"
"001","M","USD","FRF","81999898","1","1","","00000000"
"811","INT","USD","RUR","81999898","1","1","","00000000"
"000","M","USD","ITL","81999898","1","1","","00000000"
"800","M","EUR","ESP","81999898","1","1","EURO","00000000"
"000","EURX","NOK","PTE","81999898","1","1","","00000000"
"000","M","USD","JPY","81999898","1","1","","00000000"
"001","M","USD","GBP","81999898","1","1","","00000000"
"811","INT","USD","SEK","81999898","1","1","","00000000"
"000","M","USD","LUF","81999898","1","1","","00000000"
"800","M","EUR","FIM","81999898","1","1","EURO","00000000"
"000","EURX","SEK","ATS","81999898","1","1","","00000000"
"000","M","USD","MXN","81999898","1","1","","00000000"
"001","M","USD","GRD","81999898","1","1","","00000000"
"000","M","USD","NLG","81999898","1","1","","00000000"
"811","INT","USD","SFR","81999898","1","1","","00000000"
"800","M","EUR","FRF","81999898","1","1","EURO","00000000"
"000","EURX","SEK","BEF","81999898","1","1","","00000000"
"000","M","USD","NOK","81999898","1","1","","00000000"
"001","M","USD","HKD","81999898","1","1","","00000000"
"000","M","USD","PEN","81999898","1","1","","00000000"
"811","INT","USD","ZAR","81999898","1","1","","00000000"
"800","M","EUR","GBP","81999898","100","1","EURX","00000000"
"000","EURX","SEK","ESP","81999898","1","1","","00000000"
"000","M","USD","PTE","81999898","1","1","","00000000"
"001","M","USD","HRK","81999898","1","1","","00000000"
"000","M","USD","SEK","81999898","1","1","","00000000"
"811","INT","ZAR","GBP","81999898","1","1","","00000000"
"800","M","EUR","IEP","81999898","100","1","EURO","00000000"
"000","EURX","SEK","FIM","81999898","1","1","","00000000"
"001","M","USD","HUF","81999898","1","1","","00000000"
"800","M","EUR","ITL","81999898","1","1","EURO","00000000"
"811","P","USD","MXN","81999898","1","1","","00000000"
"000","M","USD","VEB","81999898","1","1","","00000000"
"000","EURX","SEK","ITL","81999898","1","1","","00000000"
"800","M","EUR","JPY","81999898","1","1","EURX","00000000"
"001","M","USD","IEP","81999898","1","1","","00000000"
"000","M","USDN","USD","81999898","1","1","","00000000"
"000","EURX","SEK","NLG","81999898","1","1","","00000000"
"000","EURO","ATS","GRD","81999898","1","1","","00000000"
"800","M","EUR","LUF","81999898","1","1","EURO","00000000"
"000","M","VEB","CLP","81999898","1","1","","00000000"
"000","EURX","SEK","PTE","81999898","1","1","","00000000"
"001","M","USD","ILS","81999898","1","1","","00000000"
"000","EURO","ATS","IEP","81999898","1","1","","00000000"
"000","M","VEB","EUR","81999898","1","1","","00000000"
"800","M","EUR","MXN","81999898","1","100","EURX","00000000"
"000","EURX","USD","ATS","81999898","1","1","","00000000"
"001","M","USD","INR","81999898","1","1","","00000000"
"000","EURO","ATS","LUF","81999898","1","1","","00000000"
"000","M","VEB","USD","81999898","1","1","","00000000"
"800","M","EUR","NLG","81999898","1","1","EURO","00000000"
"000","EURX","USD","BEF","81999898","1","1","","00000000"
"000","M","ZAR","DEM","81999898","1","1","","00000000"
"001","M","USD","ITL","81999898","1","1","","00000000"
"000","EURO","BEF","GRD","81999898","1","1","","00000000"
"800","M","EUR","PTE","81999898","1","1","EURO","00000000"
"000","EURX","USD","ESP","81999898","1","1","","00000000"
"000","M","ZAR","EUR","81999898","1","1","","00000000"
"001","M","USD","KRW","81999898","1","1","","00000000"
"800","M","EUR","ROL","81999898","1","1000","","00000000"
"000","M","ZAR","JPY","81999898","1","1","","00000000"
"000","EURO","BEF","IEP","81999898","1","1","","00000000"
"000","EURX","USD","FIM","81999898","1","1","","00000000"
"001","M","USD","LUF","81999898","1","1","","00000000"
"800","M","EUR","RUR","81999898","1","10000","","00000000"
"000","M","ZAR","USD","81999898","1","1","","00000000"
"000","EURX","USD","ITL","81999898","1","1","","00000000"
"000","EURO","BEF","LUF","81999898","1","1","","00000000"
"800","M","EUR","USD","81999898","1","1","EURX","00000000"
"001","M","AED","EUR","81999898","1","1","","00000000"
"001","M","USD","MXN","81999898","1","1","","00000000"
"000","EURX","USD","NLG","81999898","1","1","","00000000"
"000","EURO","DEM","GRD","81999898","1","1","","00000000"
"800","M","FIM","EUR","81999898","100","1","EURO","00000000"
"001","M","AED","JPY","81999898","1","1","","00000000"
"000","EURX","USD","PTE","81999898","1","1","","00000000"
"800","M","FRF","EUR","81999898","1","1","EURO","00000000"
"000","EURO","DEM","IEP","81999898","1","1","","00000000"
"001","M","AED","USD","81999898","1","1","","00000000"
"800","001","UNI","KRW","81999898","1","1","","00000000"
"800","M","GBP","AUD","81999898","1","100","","00000000"
"001","M","ARS","EUR","81999898","1","1","","00000000"
"000","EURO","DEM","LUF","81999898","1","1","","00000000"
"800","B","CAD","AUD","81999898","1","1","","00000000"
"001","M","ARS","JPY","81999898","1","1","","00000000"
"800","M","GBP","EUR","81999898","100","1","EURX","00000000"
"800","B","CAD","CHF","81999898","1","1","","00000000"
"000","EURO","ESP","GRD","81999898","1","1","","00000000"
"001","M","ARS","USD","81999898","1","1","","00000000"
"800","M","IEP","EUR","81999898","100","1","EURO","00000000"
"800","B","CAD","GBP","81999898","1","1","","00000000"
"000","EURO","ESP","IEP","81999898","1","1","","00000000"
"001","M","ATS","JPY","81999898","1","1","","00000000"
"800","M","ITL","EUR","81999898","10000","1","EURO","00000000"
"800","B","CAD","JPY","81999898","1","1","","00000000"
"000","EURO","ESP","LUF","81999898","1","1","","00000000"
"001","M","ATS","USD","81999898","1","1","","00000000"
"800","B","DEM","CHF","81999898","1","1","","00000000"
"800","M","JPY","EUR","81999898","100","1","EURX","00000000"
"001","M","AUD","EUR","81999898","1","1","","00000000"
"000","EURO","EUR","GRD","81999898","1","1","","00000000"
"001","M","AUD","JPY","81999898","1","1","","00000000"
"800","B","DEM","CZK","81999898","1","1","","00000000"
"800","M","LUF","EUR","81999898","1000","1","EURO","00000000"
"001","M","AUD","USD","81999898","1","1","","00000000"
"001","M","BEF","JPY","81999898","1","1","","00000000"
"000","EURO","EUR","IEP","81999898","100","1","","00000000"
"800","B","DEM","DKK","81999898","1","1","","00000000"
"800","M","MXN","EUR","81999898","100","1","EURX","00000000"
"001","M","BEF","USD","81999898","1","1","","00000000"
"001","M","BGN","EUR","81999898","1","1","","00000000"
"800","B","DEM","GBP","81999898","1","1","","00000000"
"000","EURO","EUR","LUF","81999898","1","1","","00000000"
"800","M","NLG","EUR","81999898","100","1","EURO","00000000"
"001","M","BGN","JPY","81999898","1","1","","00000000"
"001","M","BGN","USD","81999898","1","1","","00000000"
"800","B","DEM","JPY","81999898","1","1","","00000000"
"800","M","NZD","CAD","81999898","100","1","","00000000"
"000","EURO","FIM","GRD","81999898","1","1","","00000000"
"001","M","BRL","EUR","81999898","1","1","","00000000"
"001","M","BRL","JPY","81999898","1","1","","00000000"
"800","B","DEM","NLG","81999898","1","1","","00000000"
"800","M","NZD","ITL","81999898","1","10","","00000000"
"000","EURO","FIM","IEP","81999898","1","1","","00000000"
"001","M","BRL","USD","81999898","1","1","","00000000"
"001","M","CAD","EUR","81999898","1","1","","00000000"
"800","B","DEM","NOK","81999898","1","1","","00000000"
"800","M","PEN","DEM","81999898","100","1","","00000000"
